번호,시설명,도로명전체주소,위도(EPSG4326),경도(EPSG4326)
231,이촌1동주민센터(지하 1~2층),"서울특별시 용산구 이촌로71길 24, 이촌제1동주민센터, 용산청소년수련관 지하 1~2층 (이촌동)",37.52138084,126.9731056
232,이촌동 대림아파트(지하1~2층),"서울특별시 용산구 이촌로2가길 122, 지하1~2층 (이촌동, 대림아파트)",37.52500187,126.9553859
233,이촌동 현대한강아파트(지하1~2층),"서울특별시 용산구 이촌로34길 29, 지하1~2층 (이촌동, 현대한강아파트)",37.52319751,126.9584832
234,이촌동 북한강아파트( 지하1~2층),"서울특별시 용산구 이촌로2가길 66, 지하1~2층 (이촌동, 북한강아파트)",37.52703663,126.9540163
235,청화아파트(지하1층),"서울특별시 용산구 장문로 27, 청화아파트 지하층 (이태원동, 청화아파트)",37.52817566,126.9934417
236,해밀턴호텔(지하3~4층),"서울특별시 용산구 이태원로 179, 해밀톤호텔 (본관) 지하 3~4층 (이태원동)",37.53463421,126.9938776
237,지하철 이태원역(지하1~5층),"서울특별시 용산구 이태원로 지하177, 6호선 이태원역 지하층 (이태원동)",37.53448842,126.9936134
238,이태원 지하보도(지하1층),서울특별시 용산구 녹사평대로 228 (이태원동),37.53794729,126.9869376
239,순천향대학병원(지하1~2층),"서울특별시 용산구 대사관로 59, 순천향대학병원 신관 지하 1~2층 (한남동)",37.53344884,127.0047224
240,여선교회전국연합회관(지하1층),"서울특별시 용산구 독서당로 98, 지하 1층 (한남동)",37.53508504,127.0113738
241,하얏트호텔(지하1~2층),"서울특별시 용산구 소월로 322, 하얏트호텔 지하 1~2층 (한남동)",37.54042996,126.9968627
242,제일기획빌딩(지하3~4층),"서울특별시 용산구 이태원로 222, 제일기획 (한남동)",37.5349828,126.9987573
243,지하철 한강진역(지하1~4층),"서울특별시 용산구 이태원로 지하287, 6호선 한강진역 지하 4층 (한남동)",37.5402226,127.0016904
244,모투스컴퍼니(지하3층),"서울특별시 용산구 녹사평대로11길 58 (서빙고동, 모투스 엔 실버불렛 사옥)",37.52079016,126.9936079
245,한국폴리텍대학 서울정수캠퍼스 본관동 지하1층,"서울특별시 용산구 보광로 73 (보광동, 한국폴리텍1대학서울정수캠퍼스)",37.53001853,126.9968096
246,보광동신동아아파트 지하1층,"서울특별시 용산구 장문로 104 (보광동, 신동아아파트)",37.52617458,127.0012002
247,보광동주민센터 지하1~2층,"서울특별시 용산구 장문로 95 (보광동, 보광동 주민센터)",37.52620994,127.0002528
248,용문동주민센터(지하1층~지하3층),"서울특별시 용산구 새창로12길 13 (도원동, 용문동 주민센터)",37.53901501,126.9575683
249,브라운스톤남산아파트(지하2층),"서울특별시 용산구 후암로 65 (후암동, 브라운스톤 남산아파트)",37.55176624,126.9767589
250,세방리버하이빌(지하1층),"서울특별시 용산구 효창원로15길 16, 지하1층 (신창동, 세방리버하이빌)",37.53603137,126.9533794
251,청암자이아파트(지하1~2층),"서울특별시 용산구 삼개로 60, 지하1~2층 (청암동, 천년명가 청암자이)",37.53511122,126.9483678
252,이촌동 LG한강자이아파트(지하1~2층),"서울특별시 용산구 이촌로64길 15, 지하 1~!층 (이촌동, 엘지한강자이아파트)",37.52015684,126.9703697
253,한남동 현대홈타운(지하1~2층),"서울특별시 용산구 장문로 141, 지하 1~2층 (한남동, 한남힐스테이트)",37.52813016,127.0047191
254,서빙고 금호베스트빌(지하1~2층),"서울특별시 용산구 서빙고로51길 68-14 (서빙고동, 금호베스트빌)",37.52338009,126.9917623
255,국립중앙박물관(지하1~2층),"서울특별시 용산구 서빙고로 137 (용산동6가, 국립중앙박물관)",37.52116819,126.9791297
256,서빙고동주민센터(지하1~2층),"서울특별시 용산구 서빙고로 279 (서빙고동, 서빙고동주민센터)",37.52041442,126.9946736
257,청파동주민센터(지하1~2층),"서울특별시 용산구 청파로49길 6, 청파동 주민센터 지하 1~2층 (청파동2가)",37.54535054,126.9699668
258,씨제이나인파크(지하1~3층),"서울특별시 용산구 백범로90다길 12, 지하1~3층 (문배동, 용산씨제이나인파크)",37.53612842,126.9696234
259,효창동 청마루아파트(지하1~2층),"서울특별시 용산구 백범로 250 (효창동, 세양청마루아파트)",37.54078381,126.9573029
260,이태원2동주민센터(지하1층),"서울특별시 용산구 회나무로13길 58 (이태원동, 이태원제2동주민센터)",37.54193889,126.9901495
261,리버빌아파트 지하1층,"서울특별시 용산구 보광로5길 40 (보광동, 리버빌아파트)",37.52438802,127.0011445
262,아크로타워(지하1~3층),"서울특별시 용산구 백범로90길 26, 지하1~3층 (문배동, 용산아크로타워)",37.53703834,126.9690187
263,이촌2동주민센터(지하1~2층),"서울특별시 용산구 이촌로18길 20, 이촌2동 주민센터 지하1~2층 (이촌동)",37.52624014,126.9547166
264,에이치제이중공업건설부문 남영동사옥(지하1~5층),"서울특별시 용산구 한강대로71길 4, 갈월동 오피스 지하1~5층 (갈월동)",37.5403761,126.9727988
265,시티파크1단지(지하1~3층),"서울특별시 용산구 서빙고로 35, 지하1~3층 (한강로3가, 용산시티파크1단지)",37.52445557,126.9686829
266,시티파크2단지(지하1~3층),"서울특별시 용산구 서빙고로 31, 지하1~3층 (한강로3가, 용산 시티파크2단지)",37.52640953,126.9697396
267,효창동주민센터(지하1층),"서울특별시 용산구 효창원로 161 (효창동, 효창동 주민센터)",37.54250142,126.9619684
268,용산구청(지하2~5층),"서울특별시 용산구 녹사평대로 150, 용산구종합행정타운 지하 2~5층 (이태원동)",37.532186,126.9902789
269,서울역(4호선)(지하1~2층),"서울특별시 용산구 한강대로 지하392, 4호선 서울역 지하1~2층 (동자동)",37.55320348,126.9727536
270,용산파크자이(지하1~5층),"서울특별시 용산구 한강대로 205,  지하1~5층 (한강로1가, 용산파크자이)",37.53660745,126.9738792
271,YTN서울타워(지하1층),"서울특별시 용산구 남산공원길 105 (용산동2가, YTN서울타워)",37.55107263,126.9878925
272,현대아이파크몰(용산역) ( 지하1~3층),"서울특별시 용산구 한강대로23길 55, 용산역 지하1~3층 (한강로3가)",37.5291285,126.9654886
273,효창파크푸르지오(지하2~3층),"서울특별시 용산구 백범로 260 (효창동, 효창파크푸르지오)",37.54041876,126.9582055
274,용산푸르지오파크타운(지하1~2층),"서울특별시 용산구 장문로6길 76 (동빙고동, 용산푸르지오파크타운)",37.5263975,126.9951382
275,센트레빌아스테리움서울(지하2~9층),"서울특별시 용산구 한강대로 372, 지하2~9층 (동자동, 센트레빌아스테리움서울)",37.55134898,126.9733433
276,파크타워(지하1~4층),"서울특별시 용산구 서빙고로 67, 지하1~4층 (용산동5가, 파크타워)",37.52406541,126.9719634
277,후암동 주민센터(지하1층),"서울특별시 용산구 후암로 32-6 (후암동, 후암동 주민센터)",37.54874516,126.9781597
278,혜심원(지하1층),서울특별시 용산구 소월로2나길 18 (후암동),37.55343016,126.9775218
279,브라운스톤 용산(지하1~2층),"서울특별시 용산구 효창원로 88 (용문동, 브라운스톤용산)",37.53671792,126.9589344
280,원효로2동 주민센터(지하1층),"서울특별시 용산구 효창원로8길 3, 원효로제2동 주민센터 지하1층 (산천동)",37.53438596,126.9514797
281,용산2가동 주민센터(지하1~3층),"서울특별시 용산구 신흥로 90, 용산2가동 주민센터, 용산치안센터 지하1~3층 (용산동2가)",37.54590294,126.985558
283,대한적십자사 서울지사 지하주차장(지하1층),"서울특별시 성동구 고산자로 356, 대한적십자 지하1층 (마장동)",37.57135952,127.038198
284,KT행당빌딩 지하1층,"서울특별시 성동구 고산자로 212 (행당동, 행당전화국)",37.55911238,127.0342683
285,2호선 상왕십리역 지하1층,"서울특별시 성동구 왕십리로 지하 374 (하왕십리동, 상왕십리역)",37.56462665,127.0287846
286,대림1차아파트(지하1층),"서울특별시 성동구 독서당로62길 43 (응봉동, 대림아파트)",37.55216146,127.0339887
287,소월아트홀 지하1층,"서울특별시 성동구 왕십리로 281, 소월아트홀 (행당동)",37.55934545,127.036129
288,"대림2차아파트 (관리사무소, 지하 1층)","서울특별시 성동구 독서당로 431 (응봉동, 대림2차아파트)",37.55390542,127.0334424
289,현대아파트(지하 1층),"서울특별시 성동구 독서당로 377 (응봉동, 금호현대아파트)",37.55000154,127.0303982
290,뚝섬현대아파트 지하주차장(지하1층),"서울특별시 성동구 상원길 42 (성수동1가, 뚝섬현대아파트)",37.54774589,127.0485744
291,3호선 금호역 지하 1~2층,"서울특별시 성동구 동호로 지하 104 (금호동4가, 금호역)",37.54853091,127.0156879
293,한국전력공사 성동지사 지하주차장(지하1층),"서울특별시 성동구 마장로27길 13, 지하1층 (마장동)",37.56733433,127.0339338
294,벽산아파트 지하주차장 1~2층,"서울특별시 성동구 무학로 50 (하왕십리동, 벽산아파트)",37.56861739,127.0304187
295,5호선 마장역(지하 1~3층),"서울특별시 성동구 마장로 지하 296 (마장동, 마장역)",37.56583625,127.0425248
296,5호선 왕십리역 지하1층,"서울특별시 성동구 왕십리로 지하 300 (행당동, 왕십리역)",37.56118598,127.0364893
297,신동아아파트(지하 1층),"서울특별시 성동구 독서당로 375 (응봉동, 신동아아파트)",37.54992327,127.0299163
298,서울숲삼부아파트 지하1층,"서울특별시 성동구 왕십리로 280(행당동, 서울숲삼부아파트)",37.55949001,127.0371623
299,삼성아파트 지하주차장(지하1층),"서울특별시 성동구 마장로 271, 지하1층 (마장동, 삼성아파트)",37.56592515,127.0400566
300,"5호선 신금호역 지하 1,2,8층","서울특별시 성동구 금호로 지하 154 (금호동2가, 신금호역)",37.55456423,127.0201339
301,쌍용아파트 지하주차장(지하1층),"서울특별시 성동구 상원길 63 (성수동1가, 쌍용아파트)",37.54961087,127.0478662
302,금호아파트 (지하1층),"서울특별시 성동구 연무장길 31-1 (성수동2가, 금호아파트)",37.54323113,127.0529871
303,르노삼성AS센터 (지하1층~지하3층),"서울특별시 성동구 광나루로 270 (성수동2가, 르노삼성자동차 성수사업소)",37.5482688,127.0595442
304,성수2차대우아파트 지하주차장(지하1층),"서울특별시 성동구 상원6길 16 (성수동1가, 성수2차대우아파트)",37.54891821,127.0499325
305,성수동동아그린아파트 지하주차장(지하1층),"서울특별시 성동구 상원길 76 (성수동1가, 성수동동아그린아파트)",37.55076841,127.047646
306,옥수현대아파트단지 지하1층,"서울특별시 성동구 독서당로40길 25 (옥수동, 옥수현대아파트)",37.5428763,127.0172475
307,성동세무서(지하1층~ 2층 주차장),"서울특별시 성동구 광나루로 297 (송정동, 성동세무서)",37.548423,127.0628053
308,건영아파트(지하 1~3층 주차장),"서울특별시 성동구 동일로 263 (송정동, 송정동건영아파트)",37.55532382,127.0708739
309,옥수하이츠아파트(지하1~2층),"서울특별시 성동구 한림말길 50 (옥수동, 옥수하이츠아파트)",37.54109624,127.0165511
310,금호초등학교 지하1층,"서울특별시 성동구 무수막길 69 (금호동2가, 금호초등학교)",37.55204746,127.0206723
316,대림강변타운아파트(지하 1층),"서울특별시 성동구 고산자로 160 (응봉동, 대림강변타운)",37.55444813,127.0346918
317,리버그린동아아파트(지하 1층),"서울특별시 성동구 고산자로4길 34 (응봉동, 응봉동리버그린동아아파트)",37.55347625,127.0376372
320,서울교통공사(인재개발원) 지하주차장 (지하1층),"서울특별시 성동구 천호대로78길 15-48 (용답동, 서울시투자기관교육복지센터)",37.5619446,127.0569661
322,중앙하이츠아파트단지 지하주차장 (지하1층),"서울특별시 성동구 용답중앙27길 8 (용답동, 중앙하이츠아파트)",37.56320701,127.054991
323,서울교통공사 본사 지하주차장 (지하1~3층),서울특별시 성동구 천호대로 346 (용답동),37.56283404,127.0573013
324,한신무학아파트 지하1층,"서울특별시 성동구 왕십리로31나길 18 (하왕십리동, 한신무학아파트)",37.56305182,127.0282293
325,왕십리풍림아이원 지하1층,"서울특별시 성동구 난계로 84(하왕십리동, 왕십리풍림아이원)",37.55938423,127.0240057
326,성동삼성쉐르빌 지하주차장 1~4층,"서울특별시 성동구 무학로6길 50 (도선동, 성동삼성쉐르빌)",37.56444419,127.0354234
327,신한넥스텔 지하주차장 1~3층,"서울특별시 성동구 고산자로 269 (도선동, 신한넥스텔)",37.5637188,127.035967
328,왕십리역이스타빌 지하1층~지하5층,"서울특별시 성동구 왕십리로 309 (행당동, 왕십리역이스타빌)",37.56144731,127.0346791
329,무학빌딩 지하1층~지하2층,"서울특별시 성동구 고산자로 202, 무학빌딩 (행당동)",37.55822049,127.0342475
330,성동구청 지하1층~지하2층,"서울특별시 성동구 고산자로 270 (행당동, 성동구청)",37.56361074,127.0366126
331,5호선 행당역(지하1층~3층),"서울특별시 성동구 행당로 지하89, 행당역 지하1~3층 (행당동)",37.55720028,127.0290727
332,행당한진타운종합상가(지하1층~지하6층),"서울특별시 성동구 행당로 84, 행당 한진타운 종합상가지하주차장지하3층 (행당동)",37.55663728,127.0286406
333,행당대림아파트(지하1층 주차장),"서울특별시 성동구 행당로 79, 지하주차장 지하1층 (행당동, 행당동 대림아파트)",37.55676787,127.0280366
334,행현초등학교(지하1층),"서울특별시 성동구 행당로 95, 행현초등학교 지하1층 (행당동)",37.55758056,127.0295291
335,행당한진타운아파트(지하1층 주차장),"서울특별시 성동구 행당로 82, 지하주차장 지하1층 (행당동, 행당 한진타운)",37.55662679,127.0282773
336,행당한진타운임대아파트(지하1층 주차장),"서울특별시 성동구 행당로 82, 임대동 지하주차장 지하1층 (행당동, 행당 한진타운)",37.55662679,127.0282773
337,금호벽산아파트(지하1층~지하2층 주차장),"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",37.5522946,127.0256762
338,금호삼성래미안아파트(지하1층 주차장),"서울특별시 성동구 독서당로 343 (금호동1가, 금호삼성래미안아파트)",37.5482644,127.0271013
339,옥수삼성아파트 지하1~2층,"서울특별시 성동구 독서당로 218(옥수동, 옥수삼성아파트)",37.5435525,127.0151316
340,옥수극동아파트 지하1층,"서울특별시 성동구 독서당로 191 (옥수동, 옥수동극동아파트)",37.54291835,127.0122915
341,옥수극동그린아파트 지하1층,"서울특별시 성동구 독서당로 175 (옥수동, 극동그린아파트)",37.54176543,127.0109678
